ESTAB,School Name,District,Type,Phase,Year,Total Numbers on Roll,Nursery,Reception,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14
3177,Clifton-Upon-Dunsmore C.Of E. Primary School,Rugby,Primary,Primary,2007,215,0,30,30,29,31,31,33,31,0,0,0,0,0,0,0,0
3177,Clifton-Upon-Dunsmore C.Of E. Primary School,Rugby,Primary,Primary,2008,220,0,28,30,30,32,33,34,33,0,0,0,0,0,0,0,0
3177,Clifton-Upon-Dunsmore C.Of E. Primary School,Rugby,Primary,Primary,2009,226,0,30,30,30,34,34,33,35,0,0,0,0,0,0,0,0
3177,Clifton-Upon-Dunsmore C.Of E. Primary School,Rugby,Primary,Primary,2010,225,0,30,30,30,33,34,34,34,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,1998,229,0,32,27,34,37,34,32,31,2,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,1999,218,0,25,32,28,35,34,32,31,0,1,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2000,207,0,30,23,31,23,34,35,31,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2001,196,0,23,30,23,31,23,31,35,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2002,200,0,30,27,30,29,31,22,31,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2003,208,0,30,29,30,30,32,32,25,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2004,210,0,28,30,30,31,29,30,32,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2005,210,0,30,30,30,31,30,27,32,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2006,196,0,18,30,29,31,30,30,28,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2007,197,0,29,18,30,28,30,32,30,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2008,196,0,30,30,17,30,28,30,31,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2009,197,0,30,30,28,20,30,29,30,0,0,0,0,0,0,0,0
2308,Clinton Primary School,Warwick,Primary,Primary,2010,209,0,30,30,31,31,26,31,30,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,1998,355,0,35,38,34,61,63,56,68,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,1999,343,0,34,33,37,63,60,63,53,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2000,343,0,25,38,33,62,60,63,62,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2001,344,0,33,26,40,57,65,57,66,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2002,340,0,33,35,28,65,59,65,55,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2003,335,0,29,33,37,44,62,61,69,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2004,314,0,25,27,39,59,42,61,61,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2005,306,0,17,28,28,65,58,47,63,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2006,279,0,19,15,27,48,64,59,47,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2007,286,0,21,21,17,49,52,65,61,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2008,302,0,24,27,23,44,57,56,71,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2009,289,0,23,28,29,50,48,55,56,0,0,0,0,0,0,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,Primary,Primary,2010,294,0,29,26,30,51,52,51,55,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,1998,411,0,52,65,52,59,58,60,65,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,1999,385,0,44,53,63,49,58,59,59,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2000,372,0,53,44,54,58,47,56,60,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2001,364,0,33,58,50,58,64,48,53,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2002,364,0,50,35,54,55,58,65,47,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2003,373,0,60,50,38,50,51,59,65,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2004,369,0,46,60,58,40,49,56,60,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2005,401,0,60,52,61,66,46,54,62,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2006,406,0,60,60,57,62,64,50,53,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2007,427,0,60,60,60,59,64,65,59,0,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2008,439,0,60,60,60,64,64,64,66,1,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2009,440,0,60,60,60,64,66,64,65,1,0,0,0,0,0,0,0
2623,Coten End Primary School,Warwick,Primary,Primary,2010,438,0,60,60,60,64,64,66,64,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,1998,122,0,18,18,18,18,20,15,15,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,1999,125,0,18,18,19,18,18,18,16,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2000,125,0,18,18,19,19,18,15,18,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2001,125,0,18,18,18,19,19,18,15,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2002,127,0,18,18,18,18,17,20,18,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2003,128,0,18,21,18,19,18,17,17,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2004,128,0,19,15,20,18,19,18,19,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2005,141,0,20,19,20,23,20,20,19,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2006,139,0,20,20,19,20,24,19,17,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2007,138,0,14,21,20,21,20,23,19,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2008,139,0,13,17,23,20,22,21,23,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2009,136,0,20,16,18,21,20,21,20,0,0,0,0,0,0,0,0
3021,Coughton C.Of E. Primary School,Stratford on Avon,Primary,Primary,2010,134,0,16,19,18,19,21,20,21,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,1998,324,0,0,0,0,76,96,81,71,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,1999,345,0,0,0,0,89,77,99,80,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2000,356,0,0,0,0,94,94,73,95,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2001,331,0,0,0,0,77,90,90,74,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2002,338,0,0,0,0,72,79,96,91,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2003,347,0,0,0,0,96,78,77,96,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton And Bedworth,Junior,Primary,2004,322,0,0,0,0,70,92,80,80,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton And Bedworth,Junior,Primary,2005,329,0,0,0,0,90,68,90,81,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2006,327,0,0,0,0,76,87,73,91,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2007,326,0,0,0,0,90,73,90,73,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2008,322,0,0,0,0,71,90,73,88,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2009,301,0,0,0,0,65,75,86,75,0,0,0,0,0,0,0,0
2601,Croft Junior School,Nuneaton and Bedworth,Junior,Primary,2010,286,0,0,0,0,71,62,74,79,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,1998,227,0,30,23,28,32,39,35,40,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,1999,214,0,25,31,26,23,35,39,35,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2000,217,0,34,25,29,30,23,36,40,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2001,206,0,21,35,27,31,31,23,38,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2002,196,0,28,22,33,26,31,33,23,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2003,195,0,27,27,23,31,24,32,31,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2004,194,0,30,27,30,24,30,23,30,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2005,191,0,28,30,26,30,23,30,24,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2006,200,0,29,30,30,27,32,22,30,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2007,196,0,29,29,30,30,27,31,20,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2008,199,0,30,30,25,29,29,25,31,0,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2009,197,0,26,30,30,26,30,30,24,1,0,0,0,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Primary,Primary,2010,201,0,32,26,30,30,25,27,31,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,1998,82,0,11,8,14,11,17,8,13,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,1999,93,0,19,13,8,17,11,16,9,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2000,107,0,16,18,16,10,16,14,17,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2001,108,0,14,18,17,16,12,17,14,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2002,102,0,16,13,17,13,16,10,17,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2003,110,0,16,15,16,19,14,20,10,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2004,118,0,17,17,15,17,19,15,18,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2005,110,0,15,15,16,15,15,19,15,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2006,97,0,8,16,15,16,10,15,17,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2007,97,0,16,10,16,16,16,8,15,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2008,97,0,10,19,12,15,17,16,8,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2009,101,0,8,10,18,13,15,18,19,0,0,0,0,0,0,0,0
2502,Curdworth Primary School,North Warwickshire,Primary,Primary,2010,107,0,19,9,11,17,17,16,18,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,1998,226,0,26,23,41,34,26,37,39,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,1999,211,0,19,25,24,41,37,26,39,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2000,197,0,27,15,27,28,39,37,24,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2001,194,0,29,24,17,27,24,40,33,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2002,185,0,30,30,25,18,23,21,38,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2003,158,0,15,29,28,24,18,22,22,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2004,172,0,26,16,31,31,25,20,23,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2005,165,0,19,22,17,33,29,25,20,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2006,159,0,22,18,21,17,31,27,23,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2007,158,0,16,23,21,22,17,31,28,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2008,136,0,18,17,20,19,20,16,26,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2009,108,0,12,14,13,18,18,19,14,0,0,0,0,0,0,0,0
2018,Dordon Community Primary School,North Warwickshire,Primary,Primary,2010,102,0,9,12,15,12,18,18,18,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,1998,251,0,0,0,0,59,68,57,67,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,1999,238,0,0,0,0,54,58,68,58,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2000,275,0,0,0,0,90,59,58,68,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2001,275,0,0,0,0,63,96,58,58,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2002,278,0,0,0,0,63,64,93,58,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2003,311,0,0,0,0,86,63,66,96,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2004,268,0,0,0,0,65,78,60,65,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2005,280,0,0,0,0,67,67,86,60,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2006,286,0,0,0,0,65,67,67,87,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2007,261,0,0,0,0,66,63,66,66,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2008,267,0,0,0,0,65,67,65,70,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2009,261,0,0,0,0,59,66,71,65,0,0,0,0,0,0,0,0
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Junior,Primary,2010,266,0,0,0,0,65,58,71,72,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,1998,131,0,41,53,37,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,1999,136,0,41,43,52,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2000,154,0,60,44,50,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2001,162,1,55,59,47,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2002,169,0,52,60,57,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2003,176,0,58,59,59,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2004,166,0,54,54,58,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2005,168,0,57,55,56,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2006,159,0,50,56,53,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2007,153,0,52,48,53,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2008,151,0,57,48,46,0,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2009,171,0,58,57,55,1,0,0,0,0,0,0,0,0,0,0,0
5204,Dunchurch Infant School,Rugby,Infant,Primary,2010,170,0,52,60,58,0,0,0,0,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,1998,105,0,15,18,12,20,16,13,11,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,1999,110,0,15,18,16,12,19,15,15,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2000,109,0,15,16,18,15,13,18,14,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2001,106,0,15,14,14,17,15,13,18,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2002,104,0,14,17,13,16,17,15,12,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2003,103,0,15,13,17,14,14,15,15,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2004,104,0,16,15,14,15,14,15,15,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2005,104,0,16,16,15,15,13,15,14,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2006,105,0,12,15,16,15,15,13,19,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2007,105,0,16,12,17,15,15,18,12,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2008,109,0,14,18,13,17,15,17,15,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford upon Avon,Primary,Primary,2009,108,0,15,14,18,12,17,15,17,0,0,0,0,0,0,0,0
5203,Dunnington C Of E Primary School,Stratford on Avon,Primary,Primary,2010,105,0,16,15,12,19,11,17,15,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,1998,204,0,33,44,28,34,34,31,0,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,1999,225,0,31,30,43,26,33,32,30,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2000,230,0,30,33,34,42,26,33,32,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2001,230,0,29,32,34,34,42,25,34,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2002,217,0,30,29,28,34,30,40,26,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2003,221,0,29,30,30,30,33,30,39,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2004,211,0,29,29,28,30,31,33,31,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2005,213,0,25,28,30,30,32,34,34,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2006,221,0,30,28,30,32,33,34,34,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2007,214,0,30,28,29,28,31,33,35,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2008,204,0,24,30,29,28,30,30,33,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2009,200,0,27,24,29,30,27,32,31,0,0,0,0,0,0,0,0
2415,Eastlands Primary School,Rugby,Primary,Primary,2010,209,0,30,29,27,31,31,29,32,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,1998,160,0,48,52,59,1,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,1999,155,0,57,43,55,0,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2000,156,1,55,51,49,0,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2001,158,0,43,57,58,0,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2002,151,0,56,41,54,0,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2003,154,0,58,54,42,0,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2004,162,0,49,54,59,0,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2005,154,0,42,47,60,5,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2006,129,0,34,41,50,4,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2007,126,0,48,33,42,3,,,,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2008,122,0,32,50,38,2,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2009,159,0,57,41,59,2,0,0,0,0,0,0,0,0,0,0,0
2332,Emscote Infant School,Warwick,Infant,Primary,2010,155,0,59,57,39,0,0,0,0,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,1998,214,0,31,28,33,33,29,29,31,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,1999,210,0,27,31,29,35,31,30,27,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2000,217,0,30,30,31,31,35,31,29,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2001,213,0,27,30,30,30,32,35,29,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2002,215,0,30,27,30,32,29,34,33,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2003,216,0,28,30,28,32,34,30,34,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2004,215,0,30,28,30,33,32,31,31,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2005,215,0,30,30,29,31,32,32,31,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2006,210,0,30,29,28,29,29,32,33,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2007,209,0,30,30,30,26,32,31,30,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2008,210,0,29,31,30,32,25,32,31,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2009,210,0,28,30,29,33,32,26,32,0,0,0,0,0,0,0,0
3564,English Martyrs Catholic Primary School,Rugby,Primary,Primary,2010,215,0,31,29,30,33,33,31,28,0,0,0,0,0,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,1998,717,0,0,0,0,0,0,0,0,154,144,141,142,136,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,1999,718,0,0,0,0,0,0,0,0,143,151,143,138,143,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2000,724,0,0,0,0,0,0,0,0,148,143,152,144,137,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2001,735,0,0,0,0,0,0,0,0,147,150,143,150,145,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2002,750,0,0,0,0,0,0,0,0,155,149,153,144,149,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2003,757,0,0,0,0,0,0,0,0,157,151,151,154,144,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton And Bedworth,Secondary,Secondary,2004,766,0,0,0,0,0,0,0,0,146,161,153,155,151,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton And Bedworth,Secondary,Secondary,2005,774,0,0,0,0,0,0,0,0,150,150,165,154,155,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2006,771,0,0,0,0,0,0,0,0,154,151,149,162,155,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2007,766,0,0,0,0,0,0,0,0,149,156,149,149,163,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2008,761,0,0,0,0,0,0,0,0,157,152,158,147,147,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2009,792,0,0,0,0,0,0,0,0,165,162,155,157,153,0,0,0
4004,Etone Technology Language Vocational College,Nuneaton and Bedworth,Secondary,Secondary,2010,794,0,0,0,0,0,0,0,0,162,162,160,155,154,1,0,0
3024,Ettington C.Of E. Primary School,Stratford upon Avon,Primary,Primary,1998,111,0,14,11,24,17,10,15,20,0,0,0,0,0,0,0,0
3024,Ettington C.Of E. Primary School,Stratford upon Avon,Primary,Primary,1999,115,0,13,15,13,25,20,12,17,0,0,0,0,0,0,0,0
