ESTAB,School Name,District,Type,Phase,Year,Total Numbers on Roll,Nursery,Reception,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,1998,174,0,52,55,67,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,1999,204,42,54,50,58,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2000,215,52,55,57,51,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2001,217,52,56,53,56,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2002,219,51,59,55,54,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2003,194,31,53,56,54,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton And Bedworth,Infant,Primary,2004,191,49,41,47,54,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton And Bedworth,Infant,Primary,2005,177,42,50,37,48,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2006,177,39,54,48,36,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2007,169,34,44,50,41,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2008,179,25,56,44,54,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2009,201,50,59,48,44,0,0,0,0,0,0,0,0,0,0,0,0
3103,Abbey C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2010,183,31,58,55,39,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,1998,172,1,58,59,54,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,1999,176,0,59,57,60,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2000,179,0,59,61,59,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2001,180,0,60,59,61,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2002,180,0,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2003,167,0,49,57,61,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2004,157,0,50,50,56,1,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2005,153,0,51,53,49,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2006,165,0,60,52,53,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2007,148,0,37,54,57,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2008,143,0,48,38,57,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2009,122,0,38,47,37,0,0,0,0,0,0,0,0,0,0,0,0
2410,Abbots Farm Infant School,Rugby,Infant,Primary,2010,133,0,44,42,47,0,0,0,0,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,1998,250,0,0,0,0,50,66,65,68,1,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,1999,245,0,0,0,0,58,56,67,64,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2000,254,0,0,0,0,66,61,60,67,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2001,255,0,0,0,0,62,68,65,60,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2002,262,0,0,0,0,68,66,66,62,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2003,259,0,0,0,0,62,63,66,68,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2004,253,0,0,0,0,63,60,65,65,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2005,253,0,0,0,0,63,63,62,65,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2006,250,0,0,0,0,55,67,64,64,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2007,250,0,0,0,0,61,58,69,62,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2008,252,0,0,0,0,63,60,59,70,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2009,249,0,0,0,0,60,62,63,64,0,0,0,0,0,0,0,0
2421,Abbots Farm Junior School,Rugby,Junior,Primary,2010,228,0,0,0,0,35,63,63,67,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,1998,46,0,4,6,6,7,11,2,10,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,1999,52,0,10,4,6,8,9,11,4,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2000,66,9,8,8,4,7,8,11,11,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2001,60,3,10,8,8,7,6,7,11,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2002,56,6,4,9,9,9,6,6,7,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2003,61,8,8,4,9,9,9,5,8,1,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2004,51,8,6,5,4,9,8,6,5,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2005,37,2,6,5,5,1,6,7,5,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2006,46,9,6,6,5,5,2,6,7,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2007,51,13,8,3,7,6,5,3,6,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2008,47,10,12,8,0,6,5,3,3,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford upon Avon,Primary,Primary,2009,42,8,6,11,6,0,6,4,1,0,0,0,0,0,0,0,0
2639,Acorns Primary School,Stratford on Avon,Primary,Primary,2010,56,12,7,6,13,6,1,7,4,0,0,0,0,0,0,0,0
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,1998,636,0,0,0,0,0,0,0,1,88,62,64,60,65,149,143,4
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,1999,684,0,0,0,0,0,0,0,0,91,89,61,67,60,166,143,7
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2000,735,0,0,0,0,0,0,0,2,88,90,89,65,67,167,158,9
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2001,782,0,0,0,0,0,0,0,0,94,88,91,89,65,194,156,5
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2002,863,0,0,0,0,0,0,0,0,90,92,88,91,90,222,185,5
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2003,875,0,0,0,0,0,0,0,0,90,90,92,90,91,221,197,4
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2004,882,0,0,0,0,0,0,0,0,91,91,89,93,90,225,201,2
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2005,890,0,0,0,0,0,0,0,2,89,90,91,90,91,219,214,4
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2006,899,0,0,0,0,0,0,0,0,93,88,89,92,90,246,198,3
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2007,934,0,0,0,0,0,0,0,0,90,95,87,92,93,247,224,6
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2008,935,0,0,0,0,0,0,0,0,89,90,94,90,90,251,229,2
5407,Alcester Grammar School,Stratford upon Avon,Secondary,Secondary,2009,939,0,0,0,0,0,0,0,0,91,90,90,95,90,253,227,3
5407,Alcester Grammar School,Stratford on Avon,Secondary,Secondary,2010,940,0,0,0,0,0,0,0,0,90,92,91,91,96,244,236,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,1998,628,0,0,0,0,0,0,0,0,130,131,118,115,134,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,1999,629,0,0,0,0,0,0,0,0,141,123,129,117,119,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2000,652,0,0,0,0,0,0,0,0,147,142,121,127,115,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2001,706,0,0,0,0,0,0,0,0,166,148,143,121,128,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2002,765,0,0,0,0,0,0,0,0,182,170,149,146,118,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2003,818,0,0,0,0,0,0,0,0,179,180,166,147,146,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2004,822,0,0,0,0,0,0,0,0,155,179,177,164,147,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2005,833,0,0,0,0,0,0,0,0,168,152,177,177,159,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2006,836,0,0,0,0,0,0,0,0,160,164,156,178,178,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2007,823,0,0,0,0,0,0,0,0,169,163,164,151,175,1,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2008,819,0,0,0,0,0,0,0,0,157,175,166,167,154,0,0,0
4240,Alcester High School Technology College,Stratford upon Avon,Secondary,Secondary,2009,839,0,0,0,0,0,0,0,0,172,156,175,169,167,0,0,0
4240,Alcester High School Technology College,Stratford on Avon,Secondary,Secondary,2010,815,0,0,0,0,0,0,0,0,149,169,155,173,169,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,1998,207,0,64,64,79,0,0,0,0,0,0,0,0,0,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,1999,172,0,46,60,66,0,0,0,0,0,0,0,0,0,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,2000,180,0,73,46,61,0,0,0,0,0,0,0,0,0,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,2001,187,0,64,75,48,0,0,0,0,0,0,0,0,0,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,2002,206,0,64,68,74,0,0,0,0,0,0,0,0,0,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,2003,176,0,40,64,72,0,0,0,0,0,0,0,0,0,0,0,0
2074,Alcester Infant School,Stratford upon Avon,Infant,Primary,2004,148,0,44,39,65,0,0,0,0,0,0,0,0,0,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,1998,1216,0,0,0,0,0,0,0,0,250,250,240,237,238,1,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,1999,1206,0,0,0,0,0,0,0,0,246,244,247,236,233,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2000,1203,0,0,0,0,0,0,0,0,249,235,240,243,236,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2001,1208,0,0,0,0,0,0,0,0,241,250,235,243,238,1,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2002,1197,0,0,0,0,0,0,0,0,240,239,239,240,239,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2003,1192,0,0,0,0,0,0,0,0,238,237,240,235,242,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton And Bedworth,Secondary,Secondary,2004,1192,0,0,0,0,0,0,0,0,240,242,238,240,232,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton And Bedworth,Secondary,Secondary,2005,1203,0,0,0,0,0,0,0,0,242,241,240,241,239,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2006,1191,0,0,0,0,0,0,0,0,241,240,231,240,239,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2007,1192,0,0,0,0,0,0,0,0,242,240,236,234,240,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2008,1171,0,0,0,0,0,0,0,0,239,241,230,231,230,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2009,1171,0,0,0,0,0,0,0,0,238,234,240,230,229,0,0,0
4150,Alderman Smith School And Sports College,Nuneaton and Bedworth,Secondary,Secondary,2010,1068,0,0,0,0,0,0,0,0,165,227,212,235,229,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,1998,95,0,17,16,20,10,16,16,0,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,1999,110,0,17,16,16,19,10,16,16,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2000,116,0,19,18,16,16,19,13,15,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2001,117,0,16,19,18,16,16,19,13,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2002,121,0,18,16,18,16,18,16,19,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2003,120,0,17,18,16,18,16,18,17,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2004,120,0,18,16,18,16,18,16,18,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2005,121,0,18,18,17,18,16,18,16,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2006,121,0,17,18,18,16,18,16,18,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2007,123,0,20,17,19,19,15,18,15,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2008,123,0,18,20,17,18,18,16,16,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2009,122,0,17,19,19,17,17,17,16,0,0,0,0,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Primary,Primary,2010,127,0,20,17,20,19,17,17,17,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,1998,164,60,31,32,41,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,1999,153,60,29,32,32,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2000,158,59,42,27,30,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2001,162,60,34,42,26,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2002,153,60,27,28,38,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2003,124,41,31,24,28,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton And Bedworth,Infant,Primary,2004,130,53,24,31,22,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton And Bedworth,Infant,Primary,2005,132,52,28,26,26,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2006,124,43,30,25,26,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2007,119,45,23,27,24,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2008,127,50,29,19,29,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2009,117,48,29,23,17,0,0,0,0,0,0,0,0,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Infant,Primary,2010,127,50,27,29,21,0,0,0,0,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,1998,240,0,0,0,0,64,60,50,66,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,1999,238,0,0,0,0,56,64,64,53,1,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2000,250,0,0,0,0,62,57,66,65,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2001,246,0,0,0,0,59,63,60,64,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2002,241,0,0,0,0,58,56,66,61,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2003,230,0,0,0,0,55,58,52,65,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2004,196,0,0,0,0,41,50,55,50,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2005,203,0,0,0,0,54,42,51,55,1,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2006,201,0,0,0,0,55,55,42,49,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2007,201,0,0,0,0,44,57,58,42,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2008,203,0,0,0,0,39,50,58,56,0,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2009,183,0,0,0,0,31,43,51,57,1,0,0,0,0,0,0,0
3154,All Saints C.Of E. Junior School,Warwick,Junior,Primary,2010,177,0,0,0,0,57,32,38,50,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,1998,148,0,25,27,30,25,22,19,0,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,1999,192,26,32,21,28,27,21,20,17,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2000,177,24,27,30,20,19,26,15,16,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2001,164,22,23,25,29,13,18,19,15,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2002,177,26,23,24,29,26,12,16,21,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2003,196,25,32,26,28,28,28,11,18,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton And Bedworth,Primary,Primary,2004,189,25,26,28,29,20,24,27,10,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton And Bedworth,Primary,Primary,2005,198,26,18,24,29,31,18,26,26,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2006,183,27,24,15,21,27,28,14,27,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2007,157,24,20,21,14,18,22,25,13,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2008,146,20,18,18,17,15,14,22,22,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2009,143,19,22,18,18,19,14,13,20,0,0,0,0,0,0,0,0
3101,"All Saints C.Of E. Primary School, Nuneaton",Nuneaton and Bedworth,Primary,Primary,2010,146,24,24,18,21,17,17,9,16,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,1998,139,0,16,26,19,27,15,21,15,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,1999,148,0,27,16,21,20,27,17,20,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2000,149,0,27,23,16,18,20,27,18,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2001,143,0,10,26,25,17,17,22,26,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2002,126,0,13,11,24,25,13,19,21,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2003,133,0,25,16,9,24,25,14,20,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2004,128,0,16,24,16,10,24,25,13,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2005,130,0,12,17,23,17,11,24,26,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2006,123,0,15,14,21,20,17,11,25,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2007,128,0,16,15,18,23,21,22,13,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2008,137,0,20,18,15,17,24,20,23,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford upon Avon,Primary,Primary,2009,149,0,28,21,20,15,19,25,21,0,0,0,0,0,0,0,0
3002,Alveston C.Of E. Primary School,Stratford on Avon,Primary,Primary,2010,165,0,29,28,25,20,16,21,26,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,1998,191,0,55,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,1999,198,0,70,56,72,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2000,160,0,41,64,55,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2001,158,0,50,41,67,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2002,147,0,57,51,39,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2003,163,0,59,53,51,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton And Bedworth,Infant,Primary,2004,178,0,60,60,58,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton And Bedworth,Infant,Primary,2005,177,0,59,58,60,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2006,168,0,56,57,55,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2007,168,0,57,53,57,1,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2008,163,0,57,57,49,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2009,169,0,58,53,58,0,0,0,0,0,0,0,0,0,0,0,0
2630,Arden Forest Infant School,Nuneaton and Bedworth,Infant,Primary,2010,175,0,60,60,55,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,1998,192,0,55,67,70,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,1999,211,41,51,54,65,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2000,208,51,55,53,49,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2001,217,43,63,60,51,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2002,214,52,46,60,56,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2003,216,52,60,49,55,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2004,204,43,59,57,45,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2005,198,39,48,59,52,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2006,182,37,43,48,54,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2007,169,31,49,43,46,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2008,178,40,51,49,38,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2009,182,25,53,52,52,0,0,0,0,0,0,0,0,0,0,0,0
2004,Arden Hill Infant School,North Warwickshire,Infant,Primary,2010,175,28,42,55,50,0,0,0,0,0,0,0,0,0,0,0,0
5401,Ash Green School and Arts College,Nuneaton and Bedworth,Secondary,Secondary,1998,756,0,0,0,0,0,0,0,0,166,166,161,152,110,1,0,0
5401,Ash Green School and Arts College,Nuneaton and Bedworth,Secondary,Secondary,1999,810,0,0,0,0,0,0,0,0,167,169,161,164,149,0,0,0
5401,Ash Green School and Arts College,Nuneaton and Bedworth,Secondary,Secondary,2000,817,0,0,0,0,0,0,0,0,164,167,165,160,160,1,0,0
